Recipient Company,Parent Company,Award Date,Award Type,Grant Amount,Face Loan Amount,Awarding Agency,Program Name,Award Details,Data Source for Award,Facility Name,Facility State,Facility City,Facility Street Address,Facility Zip Code,Facility Congressional District,Facility NAICS Code,PPP Lender,Jobs Retained,Notes,Ownership Structure,Stock Ticker Symbol,Parent Headquarters State,Parent Headquarters Country,Parent Sector,Parent Industry,Parent Total Workforce at end of 2019,Parent Latest Workforce Size,Parent Employment-related Penalties Since 2010,Parent Federal Corporate Income Tax Rate,"Parent Total Federal, State, and Local Subsidies Since 2010",Parent Government-contracting-related Penalties Since 2010,Parent Environmental / Healthcare / Safety Penalties Since 2010,Parent Consumer Protection / Financial / Competition-related Penaties Since 2010,Parent Ratio of CEO Pay to that of Median Worker,CEO Pay,Median Worker Pay,Parent TARP Loans Received During Financial Crisis,Employment Issues,Tax/Subsidy Issues,Government Contracting Issues,Environment/Safety Issues,Consumer Protection Issues,CEO Compensation Issues,POGO Link,Just Capital Link,Follow The Money Link,Violation Tracker Link,Subsidy Tracker Link
Bio-Medical Applications Of Tex,Fresenius,20200508,loan,$0 ,"$697,132 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Texas,,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
Bio-Medical Applications Of Tex,Fresenius,20200508,loan,$0 ,"$697,218 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Texas,,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
Bio-Medical Applications Of Tex,Fresenius,20200508,loan,$0 ,"$698,085 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Texas,,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
Bio-Medical Applications Of Tex,Fresenius,20200508,loan,$0 ,"$701,494 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Texas,,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
Bio-Medical Applications Of Tex,Fresenius,20200508,loan,$0 ,"$705,599 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Texas,,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
Bio-Medical Applications Of Tex,Fresenius,20200508,loan,$0 ,"$734,417 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Texas,,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
Bio-Medical Applications Of Tex,Fresenius,20200508,loan,$0 ,"$744,876 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Texas,,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
Bio-Medical Applications Of Tex,Fresenius,20200508,loan,$0 ,"$753,821 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Texas,,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
Bio-Medical Applications Of Tex,Fresenius,20200508,loan,$0 ,"$772,307 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Texas,,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
"University Of California, Irvine",University of California,20200408,grant,"$881,570 ",$0 ,Health Resources & Services Administration,CARES Supplemental Funding for Health Centers,,https://bphc.hrsa.gov/emergency-response/coronavirus-cares-FY2020-awards/ca,,California,Irvine,,,,,,0,,non-profit,,California,USA,miscellaneous services,university,0,0,"$1,087,810 ",,$0 ,"$499,700 ","$1,753,366 ","$865,500 ",,$0 ,$0 ,$0 ,yes,no,no,yes,no,no,http://www.contractormisconduct.org/contractors/54/university-of-california,,,university-of-california,
Bio-Medical Applications Of Tex,Fresenius,20200508,loan,$0 ,"$777,694 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Texas,,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
Bio-Medical Applications Of Tex,Fresenius,20200508,loan,$0 ,"$801,106 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Texas,,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
Bio-Medical Applications Of Tex,Fresenius,20200508,loan,$0 ,"$817,482 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Texas,,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
Bio-Medical Applications Of Tex,Fresenius,20200508,loan,$0 ,"$817,758 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Texas,,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
Bio-Medical Applications Of Tex,Fresenius,20200508,loan,$0 ,"$851,347 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Texas,,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
Bio-Medical Applications Of Tex,Fresenius,20200508,loan,$0 ,"$863,214 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Texas,,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
Bio-Medical Applications Of Tex,Fresenius,20200508,loan,$0 ,"$872,306 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Texas,,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
Bio-Medical Applications Of Tex,Fresenius,20200508,loan,$0 ,"$881,207 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Texas,,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
Bio-Medical Applications Of Tex,Fresenius,20200508,loan,$0 ,"$922,552 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Texas,,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
Bio-Medical Applications Of Tex,Fresenius,20200508,loan,$0 ,"$959,242 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Texas,,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
Bio-Medical Applications Of Tex,Fresenius,20200508,loan,$0 ,"$982,225 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Texas,,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
Bio-Medical Applications Of Tex,Fresenius,20200508,loan,$0 ,"$1,012,235 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Texas,,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
Bio-Medical Applications Of Tex,Fresenius,20200508,loan,$0 ,"$1,139,709 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Texas,,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
Bio-Medical Applications Of Vir,Fresenius,20200508,loan,$0 ,"$504,896 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Virginia,,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
Bio-Medical Applications Of Vir,Fresenius,20200508,loan,$0 ,"$510,289 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Virginia,,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
Bio-Medical Applications Of Vir,Fresenius,20200508,loan,$0 ,"$534,959 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Virginia,,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
Bio-Medical Applications Of Vir,Fresenius,20200508,loan,$0 ,"$571,697 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Virginia,,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
Bio-Medical Applications Of Vir,Fresenius,20200508,loan,$0 ,"$615,280 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Virginia,,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
Bio-Medical Applications Of Vir,Fresenius,20200508,loan,$0 ,"$625,332 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Virginia,,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
Bio-Medical Applications Of Vir,Fresenius,20200508,loan,$0 ,"$626,752 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Virginia,,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
Bio-Medical Applications Of Vir,Fresenius,20200508,loan,$0 ,"$672,809 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Virginia,,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
Bio-Medical Applications Of Wes,Fresenius,20200508,loan,$0 ,"$506,951 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,West Virginia,,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
Bio-Medical Applications Of Wes,Fresenius,20200508,loan,$0 ,"$551,716 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,West Virginia,,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
Bio-Medical Applications Of Wes,Fresenius,20200508,loan,$0 ,"$558,072 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,West Virginia,,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
Bio-Medical Applications Of Wes,Fresenius,20200508,loan,$0 ,"$676,902 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,West Virginia,,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
Bio-Medical Applications Of Wis,Fresenius,20200508,loan,$0 ,"$666,019 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Wisconsin,,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
Bio-Medical Applications Of Wyo,Fresenius,20200508,loan,$0 ,"$544,950 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Wyoming,,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
Brigham & Womens Hospital Inc,Partners HealthCare,20200508,loan,$0 ,"$268,880,551 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Massachusetts,,,,,,,0,,non-profit,,Massachusetts,USA,healthcare services,healthcare services,0,0,"$11,003 ",,$0 ,$0 ,"$2,452,592 ","$2,074,000 ",,$0 ,$0 ,$0 ,no,no,no,yes,yes,no,,,,partners-healthcare,
Brigham And Women'S Faulkner Ho,Partners HealthCare,20200508,loan,$0 ,"$41,532,457 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Massachusetts,,,,,,,0,,non-profit,,Massachusetts,USA,healthcare services,healthcare services,0,0,"$11,003 ",,$0 ,$0 ,"$2,452,592 ","$2,074,000 ",,$0 ,$0 ,$0 ,no,no,no,yes,yes,no,,,,partners-healthcare,
Brigham And Womens Physician,Partners HealthCare,20200508,loan,$0 ,"$25,735,659 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Massachusetts,,,,,,,0,,non-profit,,Massachusetts,USA,healthcare services,healthcare services,0,0,"$11,003 ",,$0 ,$0 ,"$2,452,592 ","$2,074,000 ",,$0 ,$0 ,$0 ,no,no,no,yes,yes,no,,,,partners-healthcare,
FLUID RECOVERY SERVICES LLC,Aquatech International,20200413,loan,$0 ,"$675,000 ",Small Business Administration,Paycheck Protection Program,,https://home.treasury.gov/policy-issues/cares-act/assistance-for-small-businesses/sba-paycheck-protection-program-loan-data,,Pennsylvania,Canonsburg,1 FOUR COINS DR,15317,PA - 18,213112,S & T Bank,28,"The dollar amount of this loan was reported to be in a range of $350,000 to $1 million. We are using the midpoint of that range: $675,000.",privately held,,Pennsylvania,USA,chemicals,water treatment,0,0,$0 ,,$0 ,$0 ,"$30,083,000 ",$0 ,,$0 ,$0 ,$0 ,no,no,no,yes,no,no,,,,aquatech-international,aquatech-international
GEORGIA POWER COMPANY,Southern Company,20200628,loan,$0 ,"$1,500,000 ",Small Business Administration,Paycheck Protection Program,,https://home.treasury.gov/policy-issues/cares-act/assistance-for-small-businesses/sba-paycheck-protection-program-loan-data,,Georgia,Atlanta,241 RALPH MCGILL BLVD NE,30308,GA - 05,221118,"Kabbage, Inc.",6,The dollar amount of this loan was reported to be in a range of $1 million to $2 million. We are using the midpoint of that range: $1.5 million.,publicly traded,SO,Georgia,USA,utilities and power generation,utilities,"27,943",0,"$2,200,474 ",6.50%,"$1,720,872,018 ",$0 ,"$1,975,348 ",$0 ,166 to 1,"$27,865,185 ","$167,872 ",$0 ,yes,yes,no,yes,no,yes,,,https://www.followthemoney.org/entity-details?eid=17323,southern-company,southern-company
7 ELEVEN,Seven & I Holdings,20200428,loan,$0 ,"$250,000 ",Small Business Administration,Paycheck Protection Program,,https://home.treasury.gov/policy-issues/cares-act/assistance-for-small-businesses/sba-paycheck-protection-program-loan-data,,California,San Jose,3497 MARTEN AVE,95148,CA - 19,445120,Poppy Bank,25,"The dollar amount of this loan was reported to be in a range of $150,000 to $350,000. We are using the midpoint of that range: $250,000.",publicly traded,,,Japan,retailing,convenience stores,"8,959",0,"$2,188,312 ",,$0 ,$0 ,"$1,580,388 ",$0 ,,$0 ,$0 ,$0 ,yes,no,no,yes,no,no,,,,seven-and-i-holdings,seven-and-i-holdings
Fresenius Kidney Care Concho Va,Fresenius,20200508,loan,$0 ,"$841,310 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Texas,,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
Fresenius Medical Care - Eucaly,Fresenius,20200508,loan,$0 ,"$785,716 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,California,,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
"Fresenius Medical Care 5856, Ll",Fresenius,20200508,loan,$0 ,"$698,381 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Oklahoma,,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
"Fresenius Medical Care 5856, Ll",Fresenius,20200508,loan,$0 ,"$1,060,533 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Oklahoma,,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
