Recipient Company,Parent Company,Award Date,Award Type,Grant Amount,Face Loan Amount,Awarding Agency,Program Name,Award Details,Data Source for Award,Facility Name,Facility State,Facility City,Facility Street Address,Facility Zip Code,Facility Congressional District,Facility NAICS Code,PPP Lender,Jobs Retained,Notes,Ownership Structure,Stock Ticker Symbol,Parent Headquarters State,Parent Headquarters Country,Parent Sector,Parent Industry,Parent Total Workforce at end of 2019,Parent Latest Workforce Size,Parent Employment-related Penalties Since 2010,Parent Federal Corporate Income Tax Rate,"Parent Total Federal, State, and Local Subsidies Since 2010",Parent Government-contracting-related Penalties Since 2010,Parent Environmental / Healthcare / Safety Penalties Since 2010,Parent Consumer Protection / Financial / Competition-related Penaties Since 2010,Parent Ratio of CEO Pay to that of Median Worker,CEO Pay,Median Worker Pay,Parent TARP Loans Received During Financial Crisis,Employment Issues,Tax/Subsidy Issues,Government Contracting Issues,Environment/Safety Issues,Consumer Protection Issues,CEO Compensation Issues,POGO Link,Just Capital Link,Follow The Money Link,Violation Tracker Link,Subsidy Tracker Link
Bio-Medical Applications Of Geo,Fresenius,20200508,loan,$0 ,"$526,550 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Georgia,,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
Bio-Medical Applications Of Geo,Fresenius,20200508,loan,$0 ,"$571,600 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Georgia,,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
Bio-Medical Applications Of Geo,Fresenius,20200508,loan,$0 ,"$640,522 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Georgia,,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
"Community Health Systems, Inc.",Community Health Systems,20200408,grant,"$1,044,335 ",$0 ,Health Resources & Services Administration,CARES Supplemental Funding for Health Centers,,https://bphc.hrsa.gov/emergency-response/coronavirus-cares-FY2020-awards/ca,,California,Moreno Valley,,,,,,0,,publicly traded,CYH,Tennessee,USA,healthcare services,for-profit hospitals,"80,000",0,"$1,432,842 ",,"$183,962,575 ","$477,996,770 ",$0 ,$0 ,151 to 1,"$8,064,410 ","$53,461 ",$0 ,yes,yes,yes,no,no,yes,,,https://www.followthemoney.org/entity-details?eid=653,community-health-systems,community-health-systems
Bio-Medical Applications Of Geo,Fresenius,20200508,loan,$0 ,"$647,911 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Georgia,,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
Bio-Medical Applications Of Geo,Fresenius,20200508,loan,$0 ,"$653,194 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Georgia,,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
Bio-Medical Applications Of Geo,Fresenius,20200508,loan,$0 ,"$670,054 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Georgia,,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
Bio-Medical Applications Of Geo,Fresenius,20200508,loan,$0 ,"$882,886 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Georgia,,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
Bio-Medical Applications Of Ind,Fresenius,20200508,loan,$0 ,"$615,418 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Indiana,,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
Bio-Medical Applications Of Ind,Fresenius,20200508,loan,$0 ,"$687,242 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Indiana,,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
Bio-Medical Applications Of Ken,Fresenius,20200508,loan,$0 ,"$531,913 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Kentucky,,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
Bio-Medical Applications Of Lou,Fresenius,20200508,loan,$0 ,"$506,755 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Louisiana,,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
Bio-Medical Applications Of Lou,Fresenius,20200508,loan,$0 ,"$507,570 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Louisiana,,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
Bio-Medical Applications Of Lou,Fresenius,20200508,loan,$0 ,"$513,326 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Louisiana,,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
"Community Health Systems, Inc.",Community Health Systems,20200408,grant,"$1,217,360 ",$0 ,Health Resources & Services Administration,CARES Supplemental Funding for Health Centers,,https://bphc.hrsa.gov/emergency-response/coronavirus-cares-FY2020-awards/wv,,West Virginia,Beckley,,,,,,0,,publicly traded,CYH,Tennessee,USA,healthcare services,for-profit hospitals,"80,000",0,"$1,432,842 ",,"$183,962,575 ","$477,996,770 ",$0 ,$0 ,151 to 1,"$8,064,410 ","$53,461 ",$0 ,yes,yes,yes,no,no,yes,,,https://www.followthemoney.org/entity-details?eid=653,community-health-systems,community-health-systems
Bio-Medical Applications Of Lou,Fresenius,20200508,loan,$0 ,"$528,072 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Louisiana,,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
Bio-Medical Applications Of Lou,Fresenius,20200508,loan,$0 ,"$530,131 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Louisiana,,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
Bio-Medical Applications Of Lou,Fresenius,20200508,loan,$0 ,"$545,077 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Louisiana,,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
Bio-Medical Applications Of Lou,Fresenius,20200508,loan,$0 ,"$547,801 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Louisiana,,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
Bio-Medical Applications Of Lou,Fresenius,20200508,loan,$0 ,"$698,522 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Louisiana,,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
Bio-Medical Applications Of Lou,Fresenius,20200508,loan,$0 ,"$762,523 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Louisiana,,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
Bio-Medical Applications Of Lou,Fresenius,20200508,loan,$0 ,"$861,631 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Louisiana,,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
Bio-Medical Applications Of Lou,Fresenius,20200508,loan,$0 ,"$947,324 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Louisiana,,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
Bio-Medical Applications Of Lou,Fresenius,20200508,loan,$0 ,"$987,954 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Louisiana,,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
Bio-Medical Applications Of Lou,Fresenius,20200508,loan,$0 ,"$1,079,587 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Louisiana,,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
Bio-Medical Applications Of Mai,Fresenius,20200508,loan,$0 ,"$508,023 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Maine,,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
Saint Joseph-Anc Home Care Serv,CommonSpirit Health,20200508,loan,$0 ,"$1,048,993 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Indiana,,,,,,,0,,non-profit,,Illinois,USA,healthcare services,hospitals,0,0,"$753,351 ",,$0 ,"$80,763,985 ","$245,505 ","$5,000 ",,$0 ,$0 ,$0 ,no,no,yes,no,no,no,,,,commonspirit-health,
Bio-Medical Applications Of Mai,Fresenius,20200508,loan,$0 ,"$583,577 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Maine,,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
Bio-Medical Applications Of Mai,Fresenius,20200508,loan,$0 ,"$667,217 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Maine,,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
Bio-Medical Applications Of Mai,Fresenius,20200508,loan,$0 ,"$773,659 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Maine,,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
Bio-Medical Applications Of Man,Fresenius,20200508,loan,$0 ,"$549,085 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,New Hampshire,,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
Bio-Medical Applications Of Mar,Fresenius,20200508,loan,$0 ,"$537,768 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Maryland,,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
Bio-Medical Applications Of Mar,Fresenius,20200508,loan,$0 ,"$735,470 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Maryland,,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
Bio-Medical Applications Of Mas,Fresenius,20200508,loan,$0 ,"$509,549 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Massachusetts,,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
Bio-Medical Applications Of Mas,Fresenius,20200508,loan,$0 ,"$519,536 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Massachusetts,,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
Bio-Medical Applications Of Mas,Fresenius,20200508,loan,$0 ,"$526,083 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Massachusetts,,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
Bio-Medical Applications Of Mas,Fresenius,20200508,loan,$0 ,"$532,542 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Massachusetts,,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
Bio-Medical Applications Of Mas,Fresenius,20200508,loan,$0 ,"$551,030 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Massachusetts,,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
Bio-Medical Applications Of Mas,Fresenius,20200508,loan,$0 ,"$562,373 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Massachusetts,,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
Bio-Medical Applications Of Mas,Fresenius,20200508,loan,$0 ,"$575,086 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Massachusetts,,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
Bio-Medical Applications Of Mas,Fresenius,20200508,loan,$0 ,"$587,020 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Massachusetts,,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
Bio-Medical Applications Of Mas,Fresenius,20200508,loan,$0 ,"$612,078 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Massachusetts,,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
Bio-Medical Applications Of Mas,Fresenius,20200508,loan,$0 ,"$637,812 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Massachusetts,,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
Bio-Medical Applications Of Mas,Fresenius,20200508,loan,$0 ,"$652,400 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Massachusetts,,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
Bio-Medical Applications Of Mas,Fresenius,20200508,loan,$0 ,"$654,105 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Massachusetts,,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
Bio-Medical Applications Of Mas,Fresenius,20200508,loan,$0 ,"$655,235 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Massachusetts,,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
Bio-Medical Applications Of Mas,Fresenius,20200508,loan,$0 ,"$697,937 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Massachusetts,,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
