Recipient Company,Parent Company,Award Date,Award Type,Grant Amount,Face Loan Amount,Awarding Agency,Program Name,Award Details,Data Source for Award,Facility Name,Facility State,Facility City,Facility Street Address,Facility Zip Code,Facility Congressional District,Facility NAICS Code,PPP Lender,Jobs Retained,Notes,Ownership Structure,Stock Ticker Symbol,Parent Headquarters State,Parent Headquarters Country,Parent Sector,Parent Industry,Parent Total Workforce at end of 2019,Parent Latest Workforce Size,Parent Employment-related Penalties Since 2010,Parent Federal Corporate Income Tax Rate,"Parent Total Federal, State, and Local Subsidies Since 2010",Parent Government-contracting-related Penalties Since 2010,Parent Environmental / Healthcare / Safety Penalties Since 2010,Parent Consumer Protection / Financial / Competition-related Penaties Since 2010,Parent Ratio of CEO Pay to that of Median Worker,CEO Pay,Median Worker Pay,Parent TARP Loans Received During Financial Crisis,Employment Issues,Tax/Subsidy Issues,Government Contracting Issues,Environment/Safety Issues,Consumer Protection Issues,CEO Compensation Issues,POGO Link,Just Capital Link,Follow The Money Link,Violation Tracker Link,Subsidy Tracker Link
Bio-Medical Applications Of Cal,Fresenius,20200508,loan,$0 ,"$1,266,969 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,California,,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
Bio-Medical Applications Of Car,Fresenius,20200508,loan,$0 ,"$542,164 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Puerto Rico,,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
Bio-Medical Applications Of Cli,Fresenius,20200508,loan,$0 ,"$519,244 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,North Carolina,,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
Bio-Medical Applications Of Col,Fresenius,20200508,loan,$0 ,"$1,076,104 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,District of Columbia,,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
Bio-Medical Applications Of Con,Fresenius,20200508,loan,$0 ,"$527,675 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Connecticut,,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
Bio-Medical Applications Of Del,Fresenius,20200508,loan,$0 ,"$698,055 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Delaware,,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
Bio-Medical Applications Of Del,Fresenius,20200508,loan,$0 ,"$945,803 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Delaware,,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
Bio-Medical Applications Of Dov,Fresenius,20200508,loan,$0 ,"$590,693 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,New Hampshire,,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
Bio-Medical Applications Of Eur,Fresenius,20200508,loan,$0 ,"$501,858 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,California,,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
Bio-Medical Applications Of Fay,Fresenius,20200508,loan,$0 ,"$1,477,924 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,North Carolina,,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
Bio-Medical Applications Of Flo,Fresenius,20200508,loan,$0 ,"$515,349 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Florida,,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
Bio-Medical Applications Of Flo,Fresenius,20200508,loan,$0 ,"$528,099 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Florida,,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
Bio-Medical Applications Of Flo,Fresenius,20200508,loan,$0 ,"$534,549 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Florida,,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
Bio-Medical Applications Of Flo,Fresenius,20200508,loan,$0 ,"$592,578 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Florida,,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
Bio-Medical Applications Of Flo,Fresenius,20200508,loan,$0 ,"$595,239 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Florida,,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
Bio-Medical Applications Of Flo,Fresenius,20200508,loan,$0 ,"$599,083 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Florida,,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
Bio-Medical Applications Of Flo,Fresenius,20200508,loan,$0 ,"$606,089 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Florida,,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
Bio-Medical Applications Of Flo,Fresenius,20200508,loan,$0 ,"$638,864 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Florida,,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
Bio-Medical Applications Of Flo,Fresenius,20200508,loan,$0 ,"$639,446 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Florida,,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
Bio-Medical Applications Of Flo,Fresenius,20200508,loan,$0 ,"$654,429 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Florida,,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
Bio-Medical Applications Of Flo,Fresenius,20200508,loan,$0 ,"$658,157 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Florida,,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
Bio-Medical Applications Of Flo,Fresenius,20200508,loan,$0 ,"$671,750 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Florida,,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
Bio-Medical Applications Of Flo,Fresenius,20200508,loan,$0 ,"$679,866 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Florida,,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
Bio-Medical Applications Of Flo,Fresenius,20200508,loan,$0 ,"$714,219 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Florida,,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
Bio-Medical Applications Of Flo,Fresenius,20200508,loan,$0 ,"$876,160 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Florida,,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
Bio-Medical Applications Of Fre,Fresenius,20200508,loan,$0 ,"$613,726 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,California,,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
Bio-Medical Applications Of Fre,Fresenius,20200508,loan,$0 ,"$805,339 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,California,,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
Bio-Medical Applications Of Geo,Fresenius,20200508,loan,$0 ,"$500,853 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Georgia,,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
Reston Hospital Center LLC,HCA Healthcare,20200508,loan,$0 ,"$1,351,142 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Virginia,,,,,,,0,,publicly traded,HCA,Tennessee,USA,healthcare services,hospitals,"280,000",0,"$145,029 ",16.90%,"$81,031,870 ","$45,045,842 ","$196,572 ","$8,600,000 ",478 to 1,"$26,788,251 ","$56,012 ",$0 ,no,no,yes,no,yes,yes,,https://justcapital.com/reports/the-covid-19-corporate-response-tracker-how-americas-largest-employers-are-treating-stakeholders-amid-the-coronavirus-crisis/,,hca-healthcare,hca-holdings
Reston Hospital Center LLC,HCA Healthcare,20200508,loan,$0 ,"$27,399,774 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Virginia,,,,,,,0,,publicly traded,HCA,Tennessee,USA,healthcare services,hospitals,"280,000",0,"$145,029 ",16.90%,"$81,031,870 ","$45,045,842 ","$196,572 ","$8,600,000 ",478 to 1,"$26,788,251 ","$56,012 ",$0 ,no,no,yes,no,yes,yes,,https://justcapital.com/reports/the-covid-19-corporate-response-tracker-how-americas-largest-employers-are-treating-stakeholders-amid-the-coronavirus-crisis/,,hca-healthcare,hca-holdings
Bio-Medical Applications Of Geo,Fresenius,20200508,loan,$0 ,"$501,758 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Georgia,,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
Bio-Medical Applications Of Geo,Fresenius,20200508,loan,$0 ,"$526,550 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Georgia,,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
Bio-Medical Applications Of Geo,Fresenius,20200508,loan,$0 ,"$571,600 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Georgia,,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
Bio-Medical Applications Of Geo,Fresenius,20200508,loan,$0 ,"$640,522 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Georgia,,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
Bio-Medical Applications Of Geo,Fresenius,20200508,loan,$0 ,"$647,911 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Georgia,,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
Bio-Medical Applications Of Geo,Fresenius,20200508,loan,$0 ,"$653,194 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Georgia,,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
Bio-Medical Applications Of Geo,Fresenius,20200508,loan,$0 ,"$670,054 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Georgia,,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
Bio-Medical Applications Of Geo,Fresenius,20200508,loan,$0 ,"$882,886 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Georgia,,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
Bio-Medical Applications Of Ind,Fresenius,20200508,loan,$0 ,"$615,418 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Indiana,,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
Bio-Medical Applications Of Ind,Fresenius,20200508,loan,$0 ,"$687,242 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Indiana,,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
Bio-Medical Applications Of Ken,Fresenius,20200508,loan,$0 ,"$531,913 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Kentucky,,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
Bio-Medical Applications Of Lou,Fresenius,20200508,loan,$0 ,"$506,755 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Louisiana,,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
Bio-Medical Applications Of Lou,Fresenius,20200508,loan,$0 ,"$507,570 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Louisiana,,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
Bio-Medical Applications Of Lou,Fresenius,20200508,loan,$0 ,"$513,326 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Louisiana,,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
Bio-Medical Applications Of Lou,Fresenius,20200508,loan,$0 ,"$528,072 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Louisiana,,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
Bio-Medical Applications Of Lou,Fresenius,20200508,loan,$0 ,"$530,131 ",Centers for Medicare and Medicaid Services,"Medicare Accelerated and Advance Payment Program ($500,000 and up)",,https://www.cms.gov/About-CMS/Agency-Information/Emergency/EPRO/Current-Emergencies/Current-Emergencies-page,,Louisiana,,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
