GEOID,FullName,state,county,FIPS
19087,"Henry County, Iowa",Iowa,Henry,19087
19089,"Howard County, Iowa",Iowa,Howard,19089
19091,"Humboldt County, Iowa",Iowa,Humboldt,19091
19093,"Ida County, Iowa",Iowa,Ida,19093
19095,"Iowa County, Iowa",Iowa,Iowa,19095
19097,"Jackson County, Iowa",Iowa,Jackson,19097
19099,"Jasper County, Iowa",Iowa,Jasper,19099
19101,"Jefferson County, Iowa",Iowa,Jefferson,19101
19103,"Johnson County, Iowa",Iowa,Johnson,19103
19105,"Jones County, Iowa",Iowa,Jones,19105
19107,"Keokuk County, Iowa",Iowa,Keokuk,19107
19109,"Kossuth County, Iowa",Iowa,Kossuth,19109
19111,"Lee County, Iowa",Iowa,Lee,19111
19113,"Linn County, Iowa",Iowa,Linn,19113
19115,"Louisa County, Iowa",Iowa,Louisa,19115
19117,"Lucas County, Iowa",Iowa,Lucas,19117
19119,"Lyon County, Iowa",Iowa,Lyon,19119
19121,"Madison County, Iowa",Iowa,Madison,19121
19123,"Mahaska County, Iowa",Iowa,Mahaska,19123
19125,"Marion County, Iowa",Iowa,Marion,19125
19127,"Marshall County, Iowa",Iowa,Marshall,19127
19129,"Mills County, Iowa",Iowa,Mills,19129
19131,"Mitchell County, Iowa",Iowa,Mitchell,19131
19133,"Monona County, Iowa",Iowa,Monona,19133
19135,"Monroe County, Iowa",Iowa,Monroe,19135
19137,"Montgomery County, Iowa",Iowa,Montgomery,19137
19139,"Muscatine County, Iowa",Iowa,Muscatine,19139
19141,"O'Brien County, Iowa",Iowa,O'Brien,19141
19143,"Osceola County, Iowa",Iowa,Osceola,19143
19145,"Page County, Iowa",Iowa,Page,19145
19147,"Palo Alto County, Iowa",Iowa,Palo Alto,19147
19149,"Plymouth County, Iowa",Iowa,Plymouth,19149
19151,"Pocahontas County, Iowa",Iowa,Pocahontas,19151
19153,"Polk County, Iowa",Iowa,Polk,19153
19155,"Pottawattamie County, Iowa",Iowa,Pottawattamie,19155
19157,"Poweshiek County, Iowa",Iowa,Poweshiek,19157
19159,"Ringgold County, Iowa",Iowa,Ringgold,19159
19161,"Sac County, Iowa",Iowa,Sac,19161
19163,"Scott County, Iowa",Iowa,Scott,19163
19165,"Shelby County, Iowa",Iowa,Shelby,19165
19167,"Sioux County, Iowa",Iowa,Sioux,19167
19169,"Story County, Iowa",Iowa,Story,19169
19171,"Tama County, Iowa",Iowa,Tama,19171
19173,"Taylor County, Iowa",Iowa,Taylor,19173
19175,"Union County, Iowa",Iowa,Union,19175
19177,"Van Buren County, Iowa",Iowa,Van Buren,19177
19179,"Wapello County, Iowa",Iowa,Wapello,19179
19181,"Warren County, Iowa",Iowa,Warren,19181
19183,"Washington County, Iowa",Iowa,Washington,19183
19185,"Wayne County, Iowa",Iowa,Wayne,19185
19187,"Webster County, Iowa",Iowa,Webster,19187
19189,"Winnebago County, Iowa",Iowa,Winnebago,19189
19191,"Winneshiek County, Iowa",Iowa,Winneshiek,19191
19193,"Woodbury County, Iowa",Iowa,Woodbury,19193
19195,"Worth County, Iowa",Iowa,Worth,19195
19197,"Wright County, Iowa",Iowa,Wright,19197
20001,"Allen County, Kansas",Kansas,Allen,20001
20003,"Anderson County, Kansas",Kansas,Anderson,20003
20005,"Atchison County, Kansas",Kansas,Atchison,20005
20007,"Barber County, Kansas",Kansas,Barber,20007
20009,"Barton County, Kansas",Kansas,Barton,20009
20011,"Bourbon County, Kansas",Kansas,Bourbon,20011
20013,"Brown County, Kansas",Kansas,Brown,20013
20015,"Butler County, Kansas",Kansas,Butler,20015
20017,"Chase County, Kansas",Kansas,Chase,20017
20019,"Chautauqua County, Kansas",Kansas,Chautauqua,20019
20021,"Cherokee County, Kansas",Kansas,Cherokee,20021
20023,"Cheyenne County, Kansas",Kansas,Cheyenne,20023
20025,"Clark County, Kansas",Kansas,Clark,20025
20027,"Clay County, Kansas",Kansas,Clay,20027
20029,"Cloud County, Kansas",Kansas,Cloud,20029
20031,"Coffey County, Kansas",Kansas,Coffey,20031
20033,"Comanche County, Kansas",Kansas,Comanche,20033
20035,"Cowley County, Kansas",Kansas,Cowley,20035
20037,"Crawford County, Kansas",Kansas,Crawford,20037
20039,"Decatur County, Kansas",Kansas,Decatur,20039
20041,"Dickinson County, Kansas",Kansas,Dickinson,20041
20043,"Doniphan County, Kansas",Kansas,Doniphan,20043
20045,"Douglas County, Kansas",Kansas,Douglas,20045
20047,"Edwards County, Kansas",Kansas,Edwards,20047
20049,"Elk County, Kansas",Kansas,Elk,20049
20051,"Ellis County, Kansas",Kansas,Ellis,20051
20053,"Ellsworth County, Kansas",Kansas,Ellsworth,20053
20055,"Finney County, Kansas",Kansas,Finney,20055
20057,"Ford County, Kansas",Kansas,Ford,20057
20059,"Franklin County, Kansas",Kansas,Franklin,20059
20061,"Geary County, Kansas",Kansas,Geary,20061
20063,"Gove County, Kansas",Kansas,Gove,20063
20065,"Graham County, Kansas",Kansas,Graham,20065
20067,"Grant County, Kansas",Kansas,Grant,20067
20069,"Gray County, Kansas",Kansas,Gray,20069
20071,"Greeley County, Kansas",Kansas,Greeley,20071
20073,"Greenwood County, Kansas",Kansas,Greenwood,20073
20075,"Hamilton County, Kansas",Kansas,Hamilton,20075
20077,"Harper County, Kansas",Kansas,Harper,20077
20079,"Harvey County, Kansas",Kansas,Harvey,20079
20081,"Haskell County, Kansas",Kansas,Haskell,20081
20083,"Hodgeman County, Kansas",Kansas,Hodgeman,20083
20085,"Jackson County, Kansas",Kansas,Jackson,20085
20087,"Jefferson County, Kansas",Kansas,Jefferson,20087
20089,"Jewell County, Kansas",Kansas,Jewell,20089
20091,"Johnson County, Kansas",Kansas,Johnson,20091
20093,"Kearny County, Kansas",Kansas,Kearny,20093
20095,"Kingman County, Kansas",Kansas,Kingman,20095
20097,"Kiowa County, Kansas",Kansas,Kiowa,20097
20099,"Labette County, Kansas",Kansas,Labette,20099
20101,"Lane County, Kansas",Kansas,Lane,20101
20103,"Leavenworth County, Kansas",Kansas,Leavenworth,20103
20105,"Lincoln County, Kansas",Kansas,Lincoln,20105
20107,"Linn County, Kansas",Kansas,Linn,20107
20109,"Logan County, Kansas",Kansas,Logan,20109
20111,"Lyon County, Kansas",Kansas,Lyon,20111
20113,"McPherson County, Kansas",Kansas,McPherson,20113
20115,"Marion County, Kansas",Kansas,Marion,20115
20117,"Marshall County, Kansas",Kansas,Marshall,20117
20119,"Meade County, Kansas",Kansas,Meade,20119
20121,"Miami County, Kansas",Kansas,Miami,20121
20123,"Mitchell County, Kansas",Kansas,Mitchell,20123
20125,"Montgomery County, Kansas",Kansas,Montgomery,20125
20127,"Morris County, Kansas",Kansas,Morris,20127
20129,"Morton County, Kansas",Kansas,Morton,20129
20131,"Nemaha County, Kansas",Kansas,Nemaha,20131
20133,"Neosho County, Kansas",Kansas,Neosho,20133
20135,"Ness County, Kansas",Kansas,Ness,20135
20137,"Norton County, Kansas",Kansas,Norton,20137
20139,"Osage County, Kansas",Kansas,Osage,20139
20141,"Osborne County, Kansas",Kansas,Osborne,20141
20143,"Ottawa County, Kansas",Kansas,Ottawa,20143
20145,"Pawnee County, Kansas",Kansas,Pawnee,20145
20147,"Phillips County, Kansas",Kansas,Phillips,20147
20149,"Pottawatomie County, Kansas",Kansas,Pottawatomie,20149
20151,"Pratt County, Kansas",Kansas,Pratt,20151
20153,"Rawlins County, Kansas",Kansas,Rawlins,20153
20155,"Reno County, Kansas",Kansas,Reno,20155
20157,"Republic County, Kansas",Kansas,Republic,20157
20159,"Rice County, Kansas",Kansas,Rice,20159
20161,"Riley County, Kansas",Kansas,Riley,20161
20163,"Rooks County, Kansas",Kansas,Rooks,20163
20165,"Rush County, Kansas",Kansas,Rush,20165
20167,"Russell County, Kansas",Kansas,Russell,20167
20169,"Saline County, Kansas",Kansas,Saline,20169
20171,"Scott County, Kansas",Kansas,Scott,20171
20173,"Sedgwick County, Kansas",Kansas,Sedgwick,20173
20175,"Seward County, Kansas",Kansas,Seward,20175
20177,"Shawnee County, Kansas",Kansas,Shawnee,20177
20179,"Sheridan County, Kansas",Kansas,Sheridan,20179
20181,"Sherman County, Kansas",Kansas,Sherman,20181
20183,"Smith County, Kansas",Kansas,Smith,20183
20185,"Stafford County, Kansas",Kansas,Stafford,20185
20187,"Stanton County, Kansas",Kansas,Stanton,20187
20189,"Stevens County, Kansas",Kansas,Stevens,20189
20191,"Sumner County, Kansas",Kansas,Sumner,20191
20193,"Thomas County, Kansas",Kansas,Thomas,20193
20195,"Trego County, Kansas",Kansas,Trego,20195
20197,"Wabaunsee County, Kansas",Kansas,Wabaunsee,20197
20199,"Wallace County, Kansas",Kansas,Wallace,20199
20201,"Washington County, Kansas",Kansas,Washington,20201
20203,"Wichita County, Kansas",Kansas,Wichita,20203
20205,"Wilson County, Kansas",Kansas,Wilson,20205
20207,"Woodson County, Kansas",Kansas,Woodson,20207
20209,"Wyandotte County, Kansas",Kansas,Wyandotte,20209
21001,"Adair County, Kentucky",Kentucky,Adair,21001
21003,"Allen County, Kentucky",Kentucky,Allen,21003
21005,"Anderson County, Kentucky",Kentucky,Anderson,21005
21007,"Ballard County, Kentucky",Kentucky,Ballard,21007
21009,"Barren County, Kentucky",Kentucky,Barren,21009
21011,"Bath County, Kentucky",Kentucky,Bath,21011
21013,"Bell County, Kentucky",Kentucky,Bell,21013
21015,"Boone County, Kentucky",Kentucky,Boone,21015
21017,"Bourbon County, Kentucky",Kentucky,Bourbon,21017
21019,"Boyd County, Kentucky",Kentucky,Boyd,21019
21021,"Boyle County, Kentucky",Kentucky,Boyle,21021
21023,"Bracken County, Kentucky",Kentucky,Bracken,21023
21025,"Breathitt County, Kentucky",Kentucky,Breathitt,21025
21027,"Breckinridge County, Kentucky",Kentucky,Breckinridge,21027
21029,"Bullitt County, Kentucky",Kentucky,Bullitt,21029
21031,"Butler County, Kentucky",Kentucky,Butler,21031
21033,"Caldwell County, Kentucky",Kentucky,Caldwell,21033
21035,"Calloway County, Kentucky",Kentucky,Calloway,21035
21037,"Campbell County, Kentucky",Kentucky,Campbell,21037
21039,"Carlisle County, Kentucky",Kentucky,Carlisle,21039
21041,"Carroll County, Kentucky",Kentucky,Carroll,21041
21043,"Carter County, Kentucky",Kentucky,Carter,21043
21045,"Casey County, Kentucky",Kentucky,Casey,21045
21047,"Christian County, Kentucky",Kentucky,Christian,21047
21049,"Clark County, Kentucky",Kentucky,Clark,21049
21051,"Clay County, Kentucky",Kentucky,Clay,21051
21053,"Clinton County, Kentucky",Kentucky,Clinton,21053
21055,"Crittenden County, Kentucky",Kentucky,Crittenden,21055
21057,"Cumberland County, Kentucky",Kentucky,Cumberland,21057
21059,"Daviess County, Kentucky",Kentucky,Daviess,21059
21061,"Edmonson County, Kentucky",Kentucky,Edmonson,21061
21063,"Elliott County, Kentucky",Kentucky,Elliott,21063
21065,"Estill County, Kentucky",Kentucky,Estill,21065
21067,"Fayette County, Kentucky",Kentucky,Fayette,21067
21069,"Fleming County, Kentucky",Kentucky,Fleming,21069
21071,"Floyd County, Kentucky",Kentucky,Floyd,21071
21073,"Franklin County, Kentucky",Kentucky,Franklin,21073
21075,"Fulton County, Kentucky",Kentucky,Fulton,21075
21077,"Gallatin County, Kentucky",Kentucky,Gallatin,21077
21079,"Garrard County, Kentucky",Kentucky,Garrard,21079
21081,"Grant County, Kentucky",Kentucky,Grant,21081
21083,"Graves County, Kentucky",Kentucky,Graves,21083
21085,"Grayson County, Kentucky",Kentucky,Grayson,21085
21087,"Green County, Kentucky",Kentucky,Green,21087
21089,"Greenup County, Kentucky",Kentucky,Greenup,21089
21091,"Hancock County, Kentucky",Kentucky,Hancock,21091
21093,"Hardin County, Kentucky",Kentucky,Hardin,21093
21095,"Harlan County, Kentucky",Kentucky,Harlan,21095
21097,"Harrison County, Kentucky",Kentucky,Harrison,21097
21099,"Hart County, Kentucky",Kentucky,Hart,21099
21101,"Henderson County, Kentucky",Kentucky,Henderson,21101
21103,"Henry County, Kentucky",Kentucky,Henry,21103
21105,"Hickman County, Kentucky",Kentucky,Hickman,21105
21107,"Hopkins County, Kentucky",Kentucky,Hopkins,21107
21109,"Jackson County, Kentucky",Kentucky,Jackson,21109
21111,"Jefferson County, Kentucky",Kentucky,Jefferson,21111
21113,"Jessamine County, Kentucky",Kentucky,Jessamine,21113
21115,"Johnson County, Kentucky",Kentucky,Johnson,21115
21117,"Kenton County, Kentucky",Kentucky,Kenton,21117
21119,"Knott County, Kentucky",Kentucky,Knott,21119
21121,"Knox County, Kentucky",Kentucky,Knox,21121
21123,"Larue County, Kentucky",Kentucky,Larue,21123
21125,"Laurel County, Kentucky",Kentucky,Laurel,21125
21127,"Lawrence County, Kentucky",Kentucky,Lawrence,21127
21129,"Lee County, Kentucky",Kentucky,Lee,21129
21131,"Leslie County, Kentucky",Kentucky,Leslie,21131
21133,"Letcher County, Kentucky",Kentucky,Letcher,21133
21135,"Lewis County, Kentucky",Kentucky,Lewis,21135
21137,"Lincoln County, Kentucky",Kentucky,Lincoln,21137
21139,"Livingston County, Kentucky",Kentucky,Livingston,21139
21141,"Logan County, Kentucky",Kentucky,Logan,21141
21143,"Lyon County, Kentucky",Kentucky,Lyon,21143
21145,"McCracken County, Kentucky",Kentucky,McCracken,21145
21147,"McCreary County, Kentucky",Kentucky,McCreary,21147
21149,"McLean County, Kentucky",Kentucky,McLean,21149
21151,"Madison County, Kentucky",Kentucky,Madison,21151
21153,"Magoffin County, Kentucky",Kentucky,Magoffin,21153
21155,"Marion County, Kentucky",Kentucky,Marion,21155
21157,"Marshall County, Kentucky",Kentucky,Marshall,21157
21159,"Martin County, Kentucky",Kentucky,Martin,21159
21161,"Mason County, Kentucky",Kentucky,Mason,21161
21163,"Meade County, Kentucky",Kentucky,Meade,21163
21165,"Menifee County, Kentucky",Kentucky,Menifee,21165
21167,"Mercer County, Kentucky",Kentucky,Mercer,21167
21169,"Metcalfe County, Kentucky",Kentucky,Metcalfe,21169
21171,"Monroe County, Kentucky",Kentucky,Monroe,21171
21173,"Montgomery County, Kentucky",Kentucky,Montgomery,21173
21175,"Morgan County, Kentucky",Kentucky,Morgan,21175
21177,"Muhlenberg County, Kentucky",Kentucky,Muhlenberg,21177
21179,"Nelson County, Kentucky",Kentucky,Nelson,21179
21181,"Nicholas County, Kentucky",Kentucky,Nicholas,21181
21183,"Ohio County, Kentucky",Kentucky,Ohio,21183
21185,"Oldham County, Kentucky",Kentucky,Oldham,21185
21187,"Owen County, Kentucky",Kentucky,Owen,21187
21189,"Owsley County, Kentucky",Kentucky,Owsley,21189
21191,"Pendleton County, Kentucky",Kentucky,Pendleton,21191
21193,"Perry County, Kentucky",Kentucky,Perry,21193
21195,"Pike County, Kentucky",Kentucky,Pike,21195
21197,"Powell County, Kentucky",Kentucky,Powell,21197
21199,"Pulaski County, Kentucky",Kentucky,Pulaski,21199
21201,"Robertson County, Kentucky",Kentucky,Robertson,21201
21203,"Rockcastle County, Kentucky",Kentucky,Rockcastle,21203
21205,"Rowan County, Kentucky",Kentucky,Rowan,21205
21207,"Russell County, Kentucky",Kentucky,Russell,21207
21209,"Scott County, Kentucky",Kentucky,Scott,21209
21211,"Shelby County, Kentucky",Kentucky,Shelby,21211
21213,"Simpson County, Kentucky",Kentucky,Simpson,21213
21215,"Spencer County, Kentucky",Kentucky,Spencer,21215
21217,"Taylor County, Kentucky",Kentucky,Taylor,21217
21219,"Todd County, Kentucky",Kentucky,Todd,21219
21221,"Trigg County, Kentucky",Kentucky,Trigg,21221
21223,"Trimble County, Kentucky",Kentucky,Trimble,21223
21225,"Union County, Kentucky",Kentucky,Union,21225
21227,"Warren County, Kentucky",Kentucky,Warren,21227
21229,"Washington County, Kentucky",Kentucky,Washington,21229
21231,"Wayne County, Kentucky",Kentucky,Wayne,21231
21233,"Webster County, Kentucky",Kentucky,Webster,21233
21235,"Whitley County, Kentucky",Kentucky,Whitley,21235
21237,"Wolfe County, Kentucky",Kentucky,Wolfe,21237
21239,"Woodford County, Kentucky",Kentucky,Woodford,21239
22001,"Acadia Parish, Louisiana",Louisiana,Acadia,22001
22003,"Allen Parish, Louisiana",Louisiana,Allen,22003
22005,"Ascension Parish, Louisiana",Louisiana,Ascension,22005
22007,"Assumption Parish, Louisiana",Louisiana,Assumption,22007
22009,"Avoyelles Parish, Louisiana",Louisiana,Avoyelles,22009
22011,"Beauregard Parish, Louisiana",Louisiana,Beauregard,22011
22013,"Bienville Parish, Louisiana",Louisiana,Bienville,22013
22015,"Bossier Parish, Louisiana",Louisiana,Bossier,22015
22017,"Caddo Parish, Louisiana",Louisiana,Caddo,22017
22019,"Calcasieu Parish, Louisiana",Louisiana,Calcasieu,22019
22021,"Caldwell Parish, Louisiana",Louisiana,Caldwell,22021
22023,"Cameron Parish, Louisiana",Louisiana,Cameron,22023
22025,"Catahoula Parish, Louisiana",Louisiana,Catahoula,22025
22027,"Claiborne Parish, Louisiana",Louisiana,Claiborne,22027
22029,"Concordia Parish, Louisiana",Louisiana,Concordia,22029
22031,"De Soto Parish, Louisiana",Louisiana,De Soto,22031
22033,"East Baton Rouge Parish, Louisiana",Louisiana,East Baton Rouge,22033
22035,"East Carroll Parish, Louisiana",Louisiana,East Carroll,22035
22037,"East Feliciana Parish, Louisiana",Louisiana,East Feliciana,22037
22039,"Evangeline Parish, Louisiana",Louisiana,Evangeline,22039
22041,"Franklin Parish, Louisiana",Louisiana,Franklin,22041
22043,"Grant Parish, Louisiana",Louisiana,Grant,22043
22045,"Iberia Parish, Louisiana",Louisiana,Iberia,22045
22047,"Iberville Parish, Louisiana",Louisiana,Iberville,22047
22049,"Jackson Parish, Louisiana",Louisiana,Jackson,22049
22051,"Jefferson Parish, Louisiana",Louisiana,Jefferson,22051
22053,"Jefferson Davis Parish, Louisiana",Louisiana,Jefferson Davis,22053
22055,"Lafayette Parish, Louisiana",Louisiana,Lafayette,22055
22057,"Lafourche Parish, Louisiana",Louisiana,Lafourche,22057
22059,"LaSalle Parish, Louisiana",Louisiana,La Salle,22059
22061,"Lincoln Parish, Louisiana",Louisiana,Lincoln,22061
22063,"Livingston Parish, Louisiana",Louisiana,Livingston,22063
22065,"Madison Parish, Louisiana",Louisiana,Madison,22065
22067,"Morehouse Parish, Louisiana",Louisiana,Morehouse,22067
22069,"Natchitoches Parish, Louisiana",Louisiana,Natchitoches,22069
22071,"Orleans Parish, Louisiana",Louisiana,Orleans,22071
22073,"Ouachita Parish, Louisiana",Louisiana,Ouachita,22073
22075,"Plaquemines Parish, Louisiana",Louisiana,Plaquemines,22075
22077,"Pointe Coupee Parish, Louisiana",Louisiana,Pointe Coupee,22077
22079,"Rapides Parish, Louisiana",Louisiana,Rapides,22079
22081,"Red River Parish, Louisiana",Louisiana,Red River,22081
22083,"Richland Parish, Louisiana",Louisiana,Richland,22083
22085,"Sabine Parish, Louisiana",Louisiana,Sabine,22085
22087,"St. Bernard Parish, Louisiana",Louisiana,St. Bernard,22087
22089,"St. Charles Parish, Louisiana",Louisiana,St. Charles,22089
22091,"St. Helena Parish, Louisiana",Louisiana,St. Helena,22091
22093,"St. James Parish, Louisiana",Louisiana,St. James,22093
22095,"St. John the Baptist Parish, Louisiana",Louisiana,St. John the Baptist,22095
22097,"St. Landry Parish, Louisiana",Louisiana,St. Landry,22097
22099,"St. Martin Parish, Louisiana",Louisiana,St. Martin,22099
22101,"St. Mary Parish, Louisiana",Louisiana,St. Mary,22101
22103,"St. Tammany Parish, Louisiana",Louisiana,St. Tammany,22103
22105,"Tangipahoa Parish, Louisiana",Louisiana,Tangipahoa,22105
22107,"Tensas Parish, Louisiana",Louisiana,Tensas,22107
22109,"Terrebonne Parish, Louisiana",Louisiana,Terrebonne,22109
22111,"Union Parish, Louisiana",Louisiana,Union,22111
22113,"Vermilion Parish, Louisiana",Louisiana,Vermilion,22113
22115,"Vernon Parish, Louisiana",Louisiana,Vernon,22115
22117,"Washington Parish, Louisiana",Louisiana,Washington,22117
22119,"Webster Parish, Louisiana",Louisiana,Webster,22119
22121,"West Baton Rouge Parish, Louisiana",Louisiana,West Baton Rouge,22121
22123,"West Carroll Parish, Louisiana",Louisiana,West Carroll,22123
22125,"West Feliciana Parish, Louisiana",Louisiana,West Feliciana,22125
22127,"Winn Parish, Louisiana",Louisiana,Winn,22127
23001,"Androscoggin County, Maine",Maine,Androscoggin,23001
23003,"Aroostook County, Maine",Maine,Aroostook,23003
23005,"Cumberland County, Maine",Maine,Cumberland,23005
23007,"Franklin County, Maine",Maine,Franklin,23007
23009,"Hancock County, Maine",Maine,Hancock,23009
23011,"Kennebec County, Maine",Maine,Kennebec,23011
23013,"Knox County, Maine",Maine,Knox,23013
23015,"Lincoln County, Maine",Maine,Lincoln,23015
23017,"Oxford County, Maine",Maine,Oxford,23017
23019,"Penobscot County, Maine",Maine,Penobscot,23019
23021,"Piscataquis County, Maine",Maine,Piscataquis,23021
23023,"Sagadahoc County, Maine",Maine,Sagadahoc,23023
23025,"Somerset County, Maine",Maine,Somerset,23025
23027,"Waldo County, Maine",Maine,Waldo,23027
23029,"Washington County, Maine",Maine,Washington,23029
23031,"York County, Maine",Maine,York,23031
24001,"Allegany County, Maryland",Maryland,Allegany,24001
24003,"Anne Arundel County, Maryland",Maryland,Anne Arundel,24003
24005,"Baltimore County, Maryland",Maryland,Baltimore,24005
24009,"Calvert County, Maryland",Maryland,Calvert,24009
24011,"Caroline County, Maryland",Maryland,Caroline,24011
24013,"Carroll County, Maryland",Maryland,Carroll,24013
24015,"Cecil County, Maryland",Maryland,Cecil,24015
24017,"Charles County, Maryland",Maryland,Charles,24017
24019,"Dorchester County, Maryland",Maryland,Dorchester,24019
24021,"Frederick County, Maryland",Maryland,Frederick,24021
24023,"Garrett County, Maryland",Maryland,Garrett,24023
24025,"Harford County, Maryland",Maryland,Harford,24025
24027,"Howard County, Maryland",Maryland,Howard,24027
24029,"Kent County, Maryland",Maryland,Kent,24029
24031,"Montgomery County, Maryland",Maryland,Montgomery,24031
24033,"Prince George's County, Maryland",Maryland,Prince George's,24033
24035,"Queen Anne's County, Maryland",Maryland,Queen Anne's,24035
24037,"St. Mary's County, Maryland",Maryland,St. Mary's,24037
24039,"Somerset County, Maryland",Maryland,Somerset,24039
24041,"Talbot County, Maryland",Maryland,Talbot,24041
24043,"Washington County, Maryland",Maryland,Washington,24043
24045,"Wicomico County, Maryland",Maryland,Wicomico,24045
24047,"Worcester County, Maryland",Maryland,Worcester,24047
24510,"Baltimore city, Maryland",Maryland,Baltimore City,24510
25001,"Barnstable County, Massachusetts",Massachusetts,Barnstable,25001
25003,"Berkshire County, Massachusetts",Massachusetts,Berkshire,25003
25005,"Bristol County, Massachusetts",Massachusetts,Bristol,25005
25007,"Dukes County, Massachusetts",Massachusetts,Dukes,25007
25009,"Essex County, Massachusetts",Massachusetts,Essex,25009
25011,"Franklin County, Massachusetts",Massachusetts,Franklin,25011
25013,"Hampden County, Massachusetts",Massachusetts,Hampden,25013
25015,"Hampshire County, Massachusetts",Massachusetts,Hampshire,25015
25017,"Middlesex County, Massachusetts",Massachusetts,Middlesex,25017
25019,"Nantucket County, Massachusetts",Massachusetts,Nantucket,25019
25021,"Norfolk County, Massachusetts",Massachusetts,Norfolk,25021
25023,"Plymouth County, Massachusetts",Massachusetts,Plymouth,25023
25025,"Suffolk County, Massachusetts",Massachusetts,Suffolk,25025
25027,"Worcester County, Massachusetts",Massachusetts,Worcester,25027
26001,"Alcona County, Michigan",Michigan,Alcona,26001
26003,"Alger County, Michigan",Michigan,Alger,26003
26005,"Allegan County, Michigan",Michigan,Allegan,26005
26007,"Alpena County, Michigan",Michigan,Alpena,26007
26009,"Antrim County, Michigan",Michigan,Antrim,26009
26011,"Arenac County, Michigan",Michigan,Arenac,26011
26013,"Baraga County, Michigan",Michigan,Baraga,26013
26015,"Barry County, Michigan",Michigan,Barry,26015
26017,"Bay County, Michigan",Michigan,Bay,26017
26019,"Benzie County, Michigan",Michigan,Benzie,26019
26021,"Berrien County, Michigan",Michigan,Berrien,26021
26023,"Branch County, Michigan",Michigan,Branch,26023
26025,"Calhoun County, Michigan",Michigan,Calhoun,26025
26027,"Cass County, Michigan",Michigan,Cass,26027
26029,"Charlevoix County, Michigan",Michigan,Charlevoix,26029
26031,"Cheboygan County, Michigan",Michigan,Cheboygan,26031
26033,"Chippewa County, Michigan",Michigan,Chippewa,26033
26035,"Clare County, Michigan",Michigan,Clare,26035
26037,"Clinton County, Michigan",Michigan,Clinton,26037
26039,"Crawford County, Michigan",Michigan,Crawford,26039
26041,"Delta County, Michigan",Michigan,Delta,26041
26043,"Dickinson County, Michigan",Michigan,Dickinson,26043
26045,"Eaton County, Michigan",Michigan,Eaton,26045
26047,"Emmet County, Michigan",Michigan,Emmet,26047
26049,"Genesee County, Michigan",Michigan,Genesee,26049
26051,"Gladwin County, Michigan",Michigan,Gladwin,26051
26053,"Gogebic County, Michigan",Michigan,Gogebic,26053
26055,"Grand Traverse County, Michigan",Michigan,Grand Traverse,26055
26057,"Gratiot County, Michigan",Michigan,Gratiot,26057
26059,"Hillsdale County, Michigan",Michigan,Hillsdale,26059
26061,"Houghton County, Michigan",Michigan,Houghton,26061
26063,"Huron County, Michigan",Michigan,Huron,26063
26065,"Ingham County, Michigan",Michigan,Ingham,26065
26067,"Ionia County, Michigan",Michigan,Ionia,26067
26069,"Iosco County, Michigan",Michigan,Iosco,26069
26071,"Iron County, Michigan",Michigan,Iron,26071
26073,"Isabella County, Michigan",Michigan,Isabella,26073
26075,"Jackson County, Michigan",Michigan,Jackson,26075
26077,"Kalamazoo County, Michigan",Michigan,Kalamazoo,26077
26079,"Kalkaska County, Michigan",Michigan,Kalkaska,26079
26081,"Kent County, Michigan",Michigan,Kent,26081
26083,"Keweenaw County, Michigan",Michigan,Keweenaw,26083
26085,"Lake County, Michigan",Michigan,Lake,26085
26087,"Lapeer County, Michigan",Michigan,Lapeer,26087
26089,"Leelanau County, Michigan",Michigan,Leelanau,26089
26091,"Lenawee County, Michigan",Michigan,Lenawee,26091
26093,"Livingston County, Michigan",Michigan,Livingston,26093
26095,"Luce County, Michigan",Michigan,Luce,26095
26097,"Mackinac County, Michigan",Michigan,Mackinac,26097
26099,"Macomb County, Michigan",Michigan,Macomb,26099
26101,"Manistee County, Michigan",Michigan,Manistee,26101
26103,"Marquette County, Michigan",Michigan,Marquette,26103
26105,"Mason County, Michigan",Michigan,Mason,26105
26107,"Mecosta County, Michigan",Michigan,Mecosta,26107
26109,"Menominee County, Michigan",Michigan,Menominee,26109
26111,"Midland County, Michigan",Michigan,Midland,26111
26113,"Missaukee County, Michigan",Michigan,Missaukee,26113
26115,"Monroe County, Michigan",Michigan,Monroe,26115
26117,"Montcalm County, Michigan",Michigan,Montcalm,26117
26119,"Montmorency County, Michigan",Michigan,Montmorency,26119
26121,"Muskegon County, Michigan",Michigan,Muskegon,26121
26123,"Newaygo County, Michigan",Michigan,Newaygo,26123
26125,"Oakland County, Michigan",Michigan,Oakland,26125
26127,"Oceana County, Michigan",Michigan,Oceana,26127
26129,"Ogemaw County, Michigan",Michigan,Ogemaw,26129
26131,"Ontonagon County, Michigan",Michigan,Ontonagon,26131
26133,"Osceola County, Michigan",Michigan,Osceola,26133
26135,"Oscoda County, Michigan",Michigan,Oscoda,26135
26137,"Otsego County, Michigan",Michigan,Otsego,26137
26139,"Ottawa County, Michigan",Michigan,Ottawa,26139
26141,"Presque Isle County, Michigan",Michigan,Presque Isle,26141
26143,"Roscommon County, Michigan",Michigan,Roscommon,26143
26145,"Saginaw County, Michigan",Michigan,Saginaw,26145
26147,"St. Clair County, Michigan",Michigan,St. Clair,26147
26149,"St. Joseph County, Michigan",Michigan,St. Joseph,26149
